rank_by_return,strategy_name,rsi_period,rsi_buy,rsi_sell,rsi_buy_period,rsi_sell_period,rsi_oversold,rsi_recovery_delta,bias_period,bias_buy,bias_sell,bias_fast_period,bias_fast_buy,bias_slow_period,bias_slow_sell,bias_cross_threshold,bb_period,bb_std,bb_width_threshold,trailing_stop_pct,consecutive_days,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
190,"TrailStop(10%) RSI(14,35,65)",14,35,65,,,,,,,,,,,,,,,,10,,85.19,10.68,-46.59,56.76,21,16,74,1.67,0.5252,1083.5,2020-01-02,2026-04-28,1530
191,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(15)>=7%,,,,,,,,,,,7,-3,15,7,,,,,,,84.61,10.62,-48.81,69.57,16,7,46,1.82,0.4675,1083.5,2020-01-02,2026-04-28,1530
192,MT-BIAS buy=BIAS(3)<=-7% sell=BIAS(15)>=3%,,,,,,,,,,,3,-7,15,3,,,,,,,83.61,10.53,-22.98,100.0,7,0,14,999,0.5825,1083.5,2020-01-02,2026-04-28,1530
193,MT-BIAS buy=BIAS(5)<=-3% sell=BIAS(15)>=7%,,,,,,,,,,,5,-3,15,7,,,,,,,82.59,10.42,-48.93,70.83,17,7,48,1.83,0.4608,1083.5,2020-01-02,2026-04-28,1530
194,AsymRSI buy=RSI(10)<30 sell=RSI(28)>65,,30,65,10,28,,,,,,,,,,,,,,,,82.12,10.38,-48.2,76.47,13,4,34,2.42,0.4687,1083.5,2020-01-02,2026-04-28,1530
195,"TrailStop(8%) RSI(14,30,70)",14,30,70,,,,,,,,,,,,,,,,8,,82.0,10.37,-43.64,59.38,19,13,64,1.67,0.5262,1083.5,2020-01-02,2026-04-28,1530
196,"TrailStop(5%) RSI(14,30,70)",14,30,70,,,,,,,,,,,,,,,,5,,81.9,10.36,-31.33,48.57,17,18,70,1.74,0.5449,1083.5,2020-01-02,2026-04-28,1530
197,MT-BIAS buy=BIAS(5)<=-3% sell=BIAS(20)>=7%,,,,,,,,,,,5,-3,20,7,,,,,,,81.76,10.34,-51.62,78.26,18,5,46,1.76,0.4586,1083.5,2020-01-02,2026-04-28,1530
198,AsymRSI buy=RSI(10)<25 sell=RSI(28)>70,,25,70,10,28,,,,,,,,,,,,,,,,81.44,10.31,-44.65,66.67,8,4,24,2.59,0.4763,1083.5,2020-01-02,2026-04-28,1530
199,AsymRSI buy=RSI(5)<25 sell=RSI(14)>70,,25,70,5,14,,,,,,,,,,,,,,,,79.62,10.13,-48.52,78.79,26,7,66,1.78,0.4533,1083.5,2020-01-02,2026-04-28,1530
200,AsymRSI buy=RSI(5)<30 sell=RSI(14)>65,,30,65,5,14,,,,,,,,,,,,,,,,79.36,10.1,-46.93,81.4,35,8,86,1.79,0.4534,1083.5,2020-01-02,2026-04-28,1530
201,"TrailStop(10%) RSI(14,35,70)",14,35,70,,,,,,,,,,,,,,,,10,,78.94,10.06,-46.59,52.78,19,17,72,1.63,0.4945,1083.5,2020-01-02,2026-04-28,1530
202,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(30)>=10%,,,,,,,,,,,7,-10,30,10,,,,,,,78.8,10.04,-40.25,100.0,5,0,10,999,0.4845,1083.5,2020-01-02,2026-04-28,1530
203,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(30)>=3%,,,,,,,,,,,5,-10,30,3,,,,,,,78.76,10.04,-28.37,100.0,5,0,10,999,0.5899,1083.5,2020-01-02,2026-04-28,1530
204,MT-BIAS buy=BIAS(3)<=-10% sell=BIAS(15)>=7%,,,,,,,,,,,3,-10,15,7,,,,,,,78.72,10.04,-20.57,100.0,3,0,6,999,0.6801,1083.5,2020-01-02,2026-04-28,1530
205,MT-BIAS buy=BIAS(3)<=-10% sell=BIAS(15)>=3%,,,,,,,,,,,3,-10,15,3,,,,,,,77.55,9.92,-20.57,100.0,3,0,6,999,0.6739,1083.5,2020-01-02,2026-04-28,1530
206,MT-BIAS buy=BIAS(3)<=-10% sell=BIAS(15)>=5%,,,,,,,,,,,3,-10,15,5,,,,,,,77.55,9.92,-20.57,100.0,3,0,6,999,0.6739,1083.5,2020-01-02,2026-04-28,1530
207,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(30)>=7%,,,,,,,,,,,7,-10,30,7,,,,,,,76.93,9.85,-35.45,60.0,3,2,10,22.71,0.5215,1083.5,2020-01-02,2026-04-28,1530
208,BIAS-mom(10) cross>-3% sell>=7%,,,,,,,,10,,7,,,,,-3,,,,,,76.62,9.82,-49.0,76.47,13,4,34,1.81,0.4463,1083.5,2020-01-02,2026-04-28,1530
209,AsymRSI buy=RSI(7)<35 sell=RSI(14)>75,,35,75,7,14,,,,,,,,,,,,,,,,75.91,9.75,-54.25,73.91,17,6,46,1.8,0.4414,1083.5,2020-01-02,2026-04-28,1530
210,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(30)>=7%,,,,,,,,,,,7,-3,30,7,,,,,,,75.59,9.72,-49.83,78.26,18,5,46,1.85,0.4428,1083.5,2020-01-02,2026-04-28,1530
211,AsymRSI buy=RSI(7)<25 sell=RSI(14)>70,,25,70,7,14,,,,,,,,,,,,,,,,75.25,9.68,-47.46,76.0,19,6,50,1.83,0.4465,1083.5,2020-01-02,2026-04-28,1530
212,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(20)>=10%,,,,,,,,,,,3,-3,20,10,,,,,,,75.21,9.68,-51.21,70.0,7,3,20,2.32,0.4419,1083.5,2020-01-02,2026-04-28,1530
213,AsymRSI buy=RSI(7)<30 sell=RSI(14)>70,,30,70,7,14,,,,,,,,,,,,,,,,75.21,9.68,-49.36,75.0,21,7,56,1.86,0.4431,1083.5,2020-01-02,2026-04-28,1530
214,"TrailStop(15%) BIAS(10,-7,7)",,,,,,,,10,-7,7,,,,,,,,,15,,74.54,9.61,-39.82,61.11,11,7,36,1.8,0.4659,1083.5,2020-01-02,2026-04-28,1530
215,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-3,7) bb_std=2.0",14,30,65,,,,,10,-3,7,,,,,,20,2.0,10,,,74.02,9.55,-49.22,62.5,5,3,16,2.13,0.4508,1083.5,2020-01-02,2026-04-28,1530
216,MT-BIAS buy=BIAS(7)<=-7% sell=BIAS(30)>=7%,,,,,,,,,,,7,-7,30,7,,,,,,,73.89,9.54,-37.48,70.0,7,3,20,4.49,0.4647,1083.5,2020-01-02,2026-04-28,1530
217,RSI-recovery(14) os<30 delta>=15 sell>65,14,,65,,,30,15,,,,,,,,,,,,,,73.49,9.5,-42.47,87.5,14,2,32,2.2,0.6012,1083.5,2020-01-02,2026-04-28,1530
218,MT-BIAS buy=BIAS(7)<=-7% sell=BIAS(20)>=3%,,,,,,,,,,,7,-7,20,3,,,,,,,72.9,9.44,-35.45,66.67,8,4,24,2.94,0.4781,1083.5,2020-01-02,2026-04-28,1530
219,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(30)>=10%,,,,,,,,,,,5,-5,30,10,,,,,,,72.38,9.38,-47.89,70.0,7,3,20,3.09,0.4395,1083.5,2020-01-02,2026-04-28,1530
220,MT-BIAS buy=BIAS(7)<=-7% sell=BIAS(20)>=5%,,,,,,,,,,,7,-7,20,5,,,,,,,71.91,9.33,-35.45,58.33,7,5,24,2.99,0.4671,1083.5,2020-01-02,2026-04-28,1530
221,"ConsecDays(2) RSI(14,40,65)",14,40,65,,,,,,,,,,,,,,,,,2,71.89,9.33,-46.99,66.67,16,8,48,1.93,0.4501,1083.5,2020-01-02,2026-04-28,1530
222,MT-BIAS buy=BIAS(5)<=-3% sell=BIAS(30)>=7%,,,,,,,,,,,5,-3,30,7,,,,,,,71.54,9.29,-48.42,80.77,21,5,52,1.84,0.4316,1083.5,2020-01-02,2026-04-28,1530
223,AsymRSI buy=RSI(7)<35 sell=RSI(14)>65,,35,65,7,14,,,,,,,,,,,,,,,,71.49,9.29,-54.35,76.32,29,9,76,1.82,0.4342,1083.5,2020-01-02,2026-04-28,1530
224,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(20)>=7%,,,,,,,,,,,7,-3,20,7,,,,,,,71.2,9.26,-55.52,76.19,16,5,42,1.69,0.4309,1083.5,2020-01-02,2026-04-28,1530
225,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(30)>=10%,,,,,,,,,,,3,-3,30,10,,,,,,,71.01,9.24,-53.65,71.43,10,4,28,2.27,0.4324,1083.5,2020-01-02,2026-04-28,1530
226,AsymRSI buy=RSI(7)<25 sell=RSI(14)>65,,25,65,7,14,,,,,,,,,,,,,,,,70.79,9.22,-46.93,76.67,23,7,60,1.86,0.436,1083.5,2020-01-02,2026-04-28,1530
227,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(20)>=3%,,,,,,,,,,,7,-3,20,3,,,,,,,70.49,9.18,-45.33,78.95,30,8,76,1.77,0.435,1083.5,2020-01-02,2026-04-28,1530
228,"TrailStop(15%) RSI(14,35,70)",14,35,70,,,,,,,,,,,,,,,,15,,70.3,9.17,-43.45,65.52,19,10,58,1.54,0.4452,1083.5,2020-01-02,2026-04-28,1530
229,"TrailStop(5%) RSI(14,30,65)",14,30,65,,,,,,,,,,,,,,,,5,,70.28,9.16,-31.33,51.43,18,17,70,1.69,0.5036,1083.5,2020-01-02,2026-04-28,1530
230,"TrailStop(8%) BIAS(10,-7,7)",,,,,,,,10,-7,7,,,,,,,,,8,,70.1,9.14,-40.24,44.0,11,14,50,1.66,0.4817,1083.5,2020-01-02,2026-04-28,1530
231,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(20)>=5%,,,,,,,,,,,5,-10,20,5,,,,,,,69.31,9.06,-28.37,80.0,4,1,10,52.46,0.5224,1083.5,2020-01-02,2026-04-28,1530
232,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(20)>=3%,,,,,,,,,,,5,-10,20,3,,,,,,,68.17,8.94,-28.37,80.0,4,1,10,51.64,0.5176,1083.5,2020-01-02,2026-04-28,1530
233,AsymRSI buy=RSI(7)<30 sell=RSI(14)>65,,30,65,7,14,,,,,,,,,,,,,,,,66.44,8.75,-52.0,75.76,25,8,66,1.78,0.4201,1083.5,2020-01-02,2026-04-28,1530
234,"ConsecDays(2) RSI(14,40,75)",14,40,75,,,,,,,,,,,,,,,,,2,65.08,8.61,-48.15,68.42,13,6,38,1.71,0.4216,1083.5,2020-01-02,2026-04-28,1530
235,"TrailStop(10%) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,10,,64.77,8.57,-46.59,47.22,17,19,72,1.57,0.4407,1083.5,2020-01-02,2026-04-28,1530
236,AsymRSI buy=RSI(10)<25 sell=RSI(14)>80,,25,80,10,14,,,,,,,,,,,,,,,,61.99,8.27,-48.0,61.54,8,5,26,1.98,0.4183,1083.5,2020-01-02,2026-04-28,1530
237,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(20)>=3%,,,,,,,,,,,5,-5,20,3,,,,,,,61.83,8.25,-39.07,77.78,14,4,36,2.45,0.4226,1083.5,2020-01-02,2026-04-28,1530
238,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(30)>=5%,,,,,,,,,,,7,-10,30,5,,,,,,,61.77,8.25,-35.45,60.0,3,2,10,10.01,0.4728,1083.5,2020-01-02,2026-04-28,1530
239,AsymRSI buy=RSI(10)<35 sell=RSI(14)>75,,35,75,10,14,,,,,,,,,,,,,,,,61.02,8.16,-48.8,76.19,16,5,42,1.67,0.4042,1083.5,2020-01-02,2026-04-28,1530
240,"TrailStop(5%) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,5,,61.02,8.16,-35.89,48.57,17,18,70,1.63,0.4538,1083.5,2020-01-02,2026-04-28,1530
241,"TrailStop(20%) RSI(14,30,65)",14,30,65,,,,,,,,,,,,,,,,20,,60.76,8.13,-49.14,72.0,18,7,50,1.56,0.436,1083.5,2020-01-02,2026-04-28,1530
242,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(30)>=3%,,,,,,,,,,,7,-10,30,3,,,,,,,60.42,8.1,-35.45,66.67,4,2,12,7.28,0.4734,1083.5,2020-01-02,2026-04-28,1530
243,RSI-recovery(14) os<35 delta>=15 sell>65,14,,65,,,35,15,,,,,,,,,,,,,,59.87,8.03,-42.47,80.0,16,4,40,1.97,0.4845,1083.5,2020-01-02,2026-04-28,1530
244,"ConsecDays(2) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,,2,59.63,8.01,-48.25,66.67,8,4,24,2.04,0.4261,1083.5,2020-01-02,2026-04-28,1530
245,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(15)>=7%,,,,,,,,,,,5,-10,15,7,,,,,,,59.62,8.01,-28.37,80.0,4,1,10,14.77,0.4767,1083.5,2020-01-02,2026-04-28,1530
246,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(30)>=3%,,,,,,,,,,,7,-3,30,3,,,,,,,59.15,7.95,-44.43,82.05,32,7,78,1.81,0.4014,1083.5,2020-01-02,2026-04-28,1530
247,MT-BIAS buy=BIAS(7)<=-7% sell=BIAS(15)>=7%,,,,,,,,,,,7,-7,15,7,,,,,,,58.87,7.92,-46.93,58.33,7,5,24,2.25,0.416,1083.5,2020-01-02,2026-04-28,1530
248,"BBw>=3% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.0",14,35,70,,,,,10,-5,5,,,,,,20,2.0,3,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
249,"BBw>=5% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.0",14,35,70,,,,,10,-5,5,,,,,,20,2.0,5,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
250,"BBw>=7% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.0",14,35,70,,,,,10,-5,5,,,,,,20,2.0,7,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
251,"BBw>=3% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.5",14,35,70,,,,,10,-5,5,,,,,,20,2.5,3,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
252,"BBw>=5% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.5",14,35,70,,,,,10,-5,5,,,,,,20,2.5,5,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
253,"BBw>=7% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.5",14,35,70,,,,,10,-5,5,,,,,,20,2.5,7,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
254,"BBw>=10% gate RSI(14,35,70)+BIAS(10,-5,5) bb_std=2.5",14,35,70,,,,,10,-5,5,,,,,,20,2.5,10,,,58.6,7.89,-44.71,63.64,7,4,22,2.02,0.404,1083.5,2020-01-02,2026-04-28,1530
255,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(15)>=5%,,,,,,,,,,,5,-10,15,5,,,,,,,58.57,7.89,-28.37,80.0,4,1,10,14.54,0.4716,1083.5,2020-01-02,2026-04-28,1530
256,"TrailStop(8%) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,8,,58.51,7.88,-43.64,56.25,18,14,64,1.54,0.4305,1083.5,2020-01-02,2026-04-28,1530
257,MT-BIAS buy=BIAS(7)<=-7% sell=BIAS(30)>=3%,,,,,,,,,,,7,-7,30,3,,,,,,,58.5,7.88,-37.17,58.33,7,5,24,4.33,0.4255,1083.5,2020-01-02,2026-04-28,1530
258,"ConsecDays(3) RSI(14,40,70)",14,40,70,,,,,,,,,,,,,,,,,3,57.27,7.74,-46.9,70.0,14,6,40,1.77,0.3993,1083.5,2020-01-02,2026-04-28,1530
259,MT-BIAS buy=BIAS(7)<=-7% sell=BIAS(20)>=7%,,,,,,,,,,,7,-7,20,7,,,,,,,57.16,7.73,-42.06,60.0,6,4,20,2.62,0.4076,1083.5,2020-01-02,2026-04-28,1530
260,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(30)>=10%,,,,,,,,,,,7,-5,30,10,,,,,,,56.32,7.64,-47.87,70.0,7,3,20,2.54,0.3902,1083.5,2020-01-02,2026-04-28,1530
261,"BBw>=10% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.5",14,35,70,,,,,10,-3,5,,,,,,20,2.5,10,,,56.25,7.63,-48.24,66.67,8,4,24,1.89,0.3924,1083.5,2020-01-02,2026-04-28,1530
262,AsymRSI buy=RSI(10)<30 sell=RSI(21)>65,,30,65,10,21,,,,,,,,,,,,,,,,55.96,7.59,-48.2,76.19,16,5,42,1.7,0.3923,1083.5,2020-01-02,2026-04-28,1530
263,"TrailStop(15%) RSI(14,35,65)",14,35,65,,,,,,,,,,,,,,,,15,,55.69,7.56,-40.6,64.52,20,11,62,1.45,0.4001,1083.5,2020-01-02,2026-04-28,1530
264,MT-BIAS buy=BIAS(5)<=-3% sell=BIAS(30)>=3%,,,,,,,,,,,5,-3,30,3,,,,,,,55.65,7.56,-44.22,80.49,33,8,82,1.78,0.3903,1083.5,2020-01-02,2026-04-28,1530
265,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(15)>=10%,,,,,,,,,,,7,-10,15,10,,,,,,,55.12,7.5,-35.45,60.0,3,2,10,4.91,0.4305,1083.5,2020-01-02,2026-04-28,1530
266,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(30)>=5%,,,,,,,,,,,7,-3,30,5,,,,,,,54.51,7.43,-49.22,82.76,24,5,58,1.67,0.3837,1083.5,2020-01-02,2026-04-28,1530
267,"TrailStop(20%) RSI(14,30,70)",14,30,70,,,,,,,,,,,,,,,,20,,54.44,7.42,-49.14,70.83,17,7,48,1.46,0.4015,1083.5,2020-01-02,2026-04-28,1530
268,RSI-recovery(14) os<25 delta>=5 sell>70,14,,70,,,25,5,,,,,,,,,,,,,,54.21,7.39,-42.22,72.73,8,3,22,1.9,0.4523,1083.5,2020-01-02,2026-04-28,1530
269,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(15)>=3%,,,,,,,,,,,5,-10,15,3,,,,,,,53.93,7.36,-28.37,80.0,4,1,10,13.51,0.4484,1083.5,2020-01-02,2026-04-28,1530
270,"BBw>=7% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.0",14,35,70,,,,,10,-3,5,,,,,,20,2.0,7,,,53.3,7.29,-48.24,66.67,8,4,24,1.83,0.3825,1083.5,2020-01-02,2026-04-28,1530
271,"BBw>=3% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.0",14,35,70,,,,,10,-3,5,,,,,,20,2.0,3,,,52.84,7.24,-48.24,66.67,8,4,24,1.83,0.3809,1083.5,2020-01-02,2026-04-28,1530
272,"BBw>=5% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.0",14,35,70,,,,,10,-3,5,,,,,,20,2.0,5,,,52.84,7.24,-48.24,66.67,8,4,24,1.83,0.3809,1083.5,2020-01-02,2026-04-28,1530
273,"BBw>=3% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.5",14,35,70,,,,,10,-3,5,,,,,,20,2.5,3,,,52.84,7.24,-48.24,66.67,8,4,24,1.83,0.3809,1083.5,2020-01-02,2026-04-28,1530
274,"BBw>=5% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.5",14,35,70,,,,,10,-3,5,,,,,,20,2.5,5,,,52.84,7.24,-48.24,66.67,8,4,24,1.83,0.3809,1083.5,2020-01-02,2026-04-28,1530
275,"BBw>=7% gate RSI(14,35,70)+BIAS(10,-3,5) bb_std=2.5",14,35,70,,,,,10,-3,5,,,,,,20,2.5,7,,,52.84,7.24,-48.24,66.67,8,4,24,1.83,0.3809,1083.5,2020-01-02,2026-04-28,1530
276,RSI-recovery(14) os<35 delta>=15 sell>70,14,,70,,,35,15,,,,,,,,,,,,,,52.64,7.21,-42.16,77.78,14,4,36,1.86,0.4252,1083.5,2020-01-02,2026-04-28,1530
277,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(20)>=7%,,,,,,,,,,,7,-10,20,7,,,,,,,52.11,7.15,-35.45,60.0,3,2,10,5.31,0.4168,1083.5,2020-01-02,2026-04-28,1530
278,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(15)>=3%,,,,,,,,,,,7,-3,15,3,,,,,,,51.83,7.12,-46.93,70.27,26,11,74,1.59,0.3758,1083.5,2020-01-02,2026-04-28,1530
279,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(30)>=10%,,,,,,,,,,,5,-7,30,10,,,,,,,51.79,7.11,-40.25,100.0,6,0,12,999,0.3819,1083.5,2020-01-02,2026-04-28,1530
280,"TrailStop(10%) BIAS(10,-5,7)",,,,,,,,10,-5,7,,,,,,,,,10,,51.21,7.05,-44.37,44.12,15,19,68,1.42,0.3821,1083.5,2020-01-02,2026-04-28,1530
281,RSI-recovery(14) os<25 delta>=8 sell>70,14,,70,,,25,8,,,,,,,,,,,,,,50.49,6.96,-42.25,72.73,8,3,22,1.89,0.4346,1083.5,2020-01-02,2026-04-28,1530
282,AsymRSI buy=RSI(10)<35 sell=RSI(14)>70,,35,70,10,14,,,,,,,,,,,,,,,,49.3,6.82,-46.99,76.0,19,6,50,1.67,0.3674,1083.5,2020-01-02,2026-04-28,1530
283,MT-BIAS buy=BIAS(7)<=-3% sell=BIAS(20)>=5%,,,,,,,,,,,7,-3,20,5,,,,,,,49.0,6.79,-52.36,75.0,21,7,56,1.57,0.3655,1083.5,2020-01-02,2026-04-28,1530
284,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-3,5) bb_std=2.0",14,30,70,,,,,10,-3,5,,,,,,20,2.0,7,,,48.71,6.75,-48.25,63.64,7,4,22,1.86,0.3691,1083.5,2020-01-02,2026-04-28,1530
285,AsymRSI buy=RSI(10)<25 sell=RSI(21)>75,,25,75,10,21,,,,,,,,,,,,,,,,48.55,6.74,-48.85,70.0,7,3,20,1.75,0.3661,1083.5,2020-01-02,2026-04-28,1530
286,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-3,5) bb_std=2.0",14,30,70,,,,,10,-3,5,,,,,,20,2.0,3,,,48.26,6.7,-48.25,63.64,7,4,22,1.85,0.3675,1083.5,2020-01-02,2026-04-28,1530
