rank_by_return,strategy_name,rsi_period,rsi_buy,rsi_sell,rsi_buy_period,rsi_sell_period,rsi_oversold,rsi_recovery_delta,bias_period,bias_buy,bias_sell,bias_fast_period,bias_fast_buy,bias_slow_period,bias_slow_sell,bias_cross_threshold,bb_period,bb_std,bb_width_threshold,trailing_stop_pct,consecutive_days,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
384,BIAS-mom(20) cross>-5% sell>=3%,,,,,,,,20,,3,,,,,-5,,,,,,21.7,3.29,-44.07,80.0,20,5,50,1.42,0.255,1083.5,2020-01-02,2026-04-28,1530
385,"TrailStop(5%) RSI(14,35,65)",14,35,65,,,,,,,,,,,,,,,,5,,21.67,3.28,-44.96,44.9,22,27,98,1.32,0.2564,1083.5,2020-01-02,2026-04-28,1530
386,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(15)>=3%,,,,,,,,,,,3,-5,15,3,,,,,,,21.63,3.28,-39.07,81.82,9,2,22,1.81,0.2559,1083.5,2020-01-02,2026-04-28,1530
387,"TrailStop(15%) BIAS(10,-7,5)",,,,,,,,10,-7,5,,,,,,,,,15,,21.15,3.21,-45.21,65.0,13,7,40,1.31,0.254,1083.5,2020-01-02,2026-04-28,1530
388,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(20)>=5%,,,,,,,,,,,5,-7,20,5,,,,,,,21.09,3.2,-35.45,55.56,5,4,18,1.97,0.2531,1083.5,2020-01-02,2026-04-28,1530
389,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(30)>=3%,,,,,,,,,,,7,-5,30,3,,,,,,,20.96,3.18,-54.18,63.16,12,7,38,1.46,0.2556,1083.5,2020-01-02,2026-04-28,1530
390,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(30)>=7%,,,,,,,,,,,5,-5,30,7,,,,,,,20.72,3.15,-52.71,66.67,8,4,24,1.45,0.2575,1083.5,2020-01-02,2026-04-28,1530
391,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(15)>=7%,,,,,,,,,,,5,-7,15,7,,,,,,,20.45,3.11,-35.45,55.56,5,4,18,1.81,0.2496,1083.5,2020-01-02,2026-04-28,1530
392,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(15)>=7%,,,,,,,,,,,5,-5,15,7,,,,,,,20.18,3.07,-47.58,69.23,9,4,26,1.4,0.2548,1083.5,2020-01-02,2026-04-28,1530
393,"ConsecDays(3) RSI(14,30,70)",14,30,70,,,,,,,,,,,,,,,,,3,19.68,3.0,-42.22,66.67,6,3,18,1.55,0.2441,1083.5,2020-01-02,2026-04-28,1530
394,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(20)>=5%,,,,,,,,,,,5,-5,20,5,,,,,,,19.15,2.93,-47.58,66.67,10,5,30,1.36,0.248,1083.5,2020-01-02,2026-04-28,1530
395,BIAS-mom(5) cross>-5% sell>=5%,,,,,,,,5,,5,,,,,-5,,,,,,18.06,2.77,-49.11,50.0,5,5,20,1.28,0.2495,1083.5,2020-01-02,2026-04-28,1530
396,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.0",14,30,70,,,,,10,-5,7,,,,,,20,2.0,3,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
397,"BBw>=5% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.0",14,30,70,,,,,10,-5,7,,,,,,20,2.0,5,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
398,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.0",14,30,70,,,,,10,-5,7,,,,,,20,2.0,7,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
399,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.5",14,30,70,,,,,10,-5,7,,,,,,20,2.5,3,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
400,"BBw>=5% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.5",14,30,70,,,,,10,-5,7,,,,,,20,2.5,5,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
401,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.5",14,30,70,,,,,10,-5,7,,,,,,20,2.5,7,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
402,"BBw>=10% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.5",14,30,70,,,,,10,-5,7,,,,,,20,2.5,10,,,17.62,2.71,-59.81,57.14,4,3,14,1.47,0.2388,1083.5,2020-01-02,2026-04-28,1530
403,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-3,5) bb_std=2.5",14,30,65,,,,,10,-3,5,,,,,,20,2.5,10,,,17.35,2.67,-50.65,60.0,6,4,20,1.32,0.24,1083.5,2020-01-02,2026-04-28,1530
404,"ConsecDays(5) RSI(14,35,65)",14,35,65,,,,,,,,,,,,,,,,,5,17.21,2.65,-41.11,55.56,5,4,18,1.48,0.2293,1083.5,2020-01-02,2026-04-28,1530
405,RSI-recovery(14) os<30 delta>=10 sell>70,14,,70,,,30,10,,,,,,,,,,,,,,17.2,2.65,-46.88,77.78,14,4,36,1.4,0.2304,1083.5,2020-01-02,2026-04-28,1530
406,"BBw>=10% gate RSI(14,30,70)+BIAS(10,-3,5) bb_std=2.0",14,30,70,,,,,10,-3,5,,,,,,20,2.0,10,,,17.02,2.62,-48.25,55.56,5,4,18,1.4,0.2384,1083.5,2020-01-02,2026-04-28,1530
407,"ConsecDays(3) BIAS(10,-5,7)",,,,,,,,10,-5,7,,,,,,,,,,3,16.59,2.56,-51.03,57.14,4,3,14,1.37,0.2271,1083.5,2020-01-02,2026-04-28,1530
408,"TrailStop(8%) BIAS(10,-5,7)",,,,,,,,10,-5,7,,,,,,,,,8,,16.33,2.52,-47.08,35.0,14,26,80,1.23,0.2316,1083.5,2020-01-02,2026-04-28,1530
409,RSI-recovery(14) os<25 delta>=15 sell>75,14,,75,,,25,15,,,,,,,,,,,,,,16.14,2.5,-47.8,70.0,7,3,20,1.41,0.2255,1083.5,2020-01-02,2026-04-28,1530
410,"BBw>=10% gate RSI(14,35,65)+BIAS(10,-5,5) bb_std=2.0",14,35,65,,,,,10,-5,5,,,,,,20,2.0,10,,,15.79,2.44,-52.11,60.0,6,4,20,1.32,0.2322,1083.5,2020-01-02,2026-04-28,1530
411,MT-BIAS buy=BIAS(5)<=-3% sell=BIAS(15)>=3%,,,,,,,,,,,5,-3,15,3,,,,,,,15.52,2.4,-47.5,69.44,25,11,72,1.3,0.2385,1083.5,2020-01-02,2026-04-28,1530
412,"ConsecDays(2) BIAS(10,-7,7)",,,,,,,,10,-7,7,,,,,,,,,,2,15.25,2.37,-53.41,62.5,5,3,16,1.36,0.2205,1083.5,2020-01-02,2026-04-28,1530
413,BIAS-mom(20) cross>-5% sell>=7%,,,,,,,,20,,7,,,,,-5,,,,,,15.21,2.36,-51.6,73.33,11,4,30,1.25,0.2268,1083.5,2020-01-02,2026-04-28,1530
414,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(15)>=3%,,,,,,,,,,,5,-7,15,3,,,,,,,15.15,2.35,-35.45,66.67,6,3,18,1.75,0.2198,1083.5,2020-01-02,2026-04-28,1530
415,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(20)>=7%,,,,,,,,,,,7,-5,20,7,,,,,,,14.79,2.3,-56.17,58.33,7,5,24,1.28,0.2322,1083.5,2020-01-02,2026-04-28,1530
416,"ConsecDays(5) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,,5,14.57,2.27,-41.11,50.0,4,4,16,1.41,0.2132,1083.5,2020-01-02,2026-04-28,1530
417,"BBw>=10% gate RSI(14,35,65)+BIAS(10,-3,5) bb_std=2.0",14,35,65,,,,,10,-3,5,,,,,,20,2.0,10,,,13.64,2.13,-53.0,60.0,6,4,20,1.28,0.2243,1083.5,2020-01-02,2026-04-28,1530
418,RSI-recovery(14) os<30 delta>=5 sell>70,14,,70,,,30,5,,,,,,,,,,,,,,13.18,2.06,-46.88,72.22,13,5,36,1.3,0.2085,1083.5,2020-01-02,2026-04-28,1530
419,BIAS-mom(10) cross>-7% sell>=3%,,,,,,,,10,,3,,,,,-7,,,,,,12.76,2.0,-49.63,75.0,12,4,32,1.36,0.2032,1083.5,2020-01-02,2026-04-28,1530
420,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(15)>=7%,,,,,,,,,,,3,-3,15,7,,,,,,,12.45,1.95,-54.45,58.82,10,7,34,1.23,0.2246,1083.5,2020-01-02,2026-04-28,1530
421,RSI-recovery(14) os<30 delta>=8 sell>70,14,,70,,,30,8,,,,,,,,,,,,,,11.47,1.8,-46.88,72.22,13,5,36,1.28,0.1983,1083.5,2020-01-02,2026-04-28,1530
422,"ConsecDays(5) RSI(14,40,70)",14,40,70,,,,,,,,,,,,,,,,,5,11.0,1.73,-44.06,60.0,9,6,30,1.28,0.2019,1083.5,2020-01-02,2026-04-28,1530
423,RSI-recovery(14) os<30 delta>=5 sell>65,14,,65,,,30,5,,,,,,,,,,,,,,10.47,1.65,-46.88,80.0,16,4,40,1.3,0.1886,1083.5,2020-01-02,2026-04-28,1530
424,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(15)>=7%,,,,,,,,,,,7,-5,15,7,,,,,,,10.42,1.65,-51.91,57.14,8,6,28,1.24,0.2111,1083.5,2020-01-02,2026-04-28,1530
425,BIAS-mom(10) cross>-7% sell>=7%,,,,,,,,10,,7,,,,,-7,,,,,,10.28,1.62,-46.9,63.64,7,4,22,1.21,0.2013,1083.5,2020-01-02,2026-04-28,1530
426,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(30)>=7%,,,,,,,,,,,7,-5,30,7,,,,,,,10.06,1.59,-52.71,66.67,8,4,24,1.28,0.2106,1083.5,2020-01-02,2026-04-28,1530
427,"TrailStop(5%) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,5,,10.06,1.59,-50.66,42.86,21,28,98,1.26,0.1895,1083.5,2020-01-02,2026-04-28,1530
428,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(20)>=3%,,,,,,,,,,,7,-5,20,3,,,,,,,9.75,1.54,-46.66,66.67,12,6,36,1.25,0.2014,1083.5,2020-01-02,2026-04-28,1530
429,"ConsecDays(3) RSI(14,35,70)",14,35,70,,,,,,,,,,,,,,,,,3,9.73,1.54,-41.59,57.14,8,6,28,1.27,0.1956,1083.5,2020-01-02,2026-04-28,1530
430,MT-BIAS buy=BIAS(3)<=-7% sell=BIAS(20)>=10%,,,,,,,,,,,3,-7,20,10,,,,,,,9.7,1.54,-55.03,75.0,3,1,8,1.94,0.2021,1083.5,2020-01-02,2026-04-28,1530
431,"TrailStop(10%) BIAS(10,-5,5)",,,,,,,,10,-5,5,,,,,,,,,10,,9.6,1.52,-46.83,50.0,18,18,72,1.19,0.1949,1083.5,2020-01-02,2026-04-28,1530
432,RSI-recovery(14) os<35 delta>=8 sell>70,14,,70,,,35,8,,,,,,,,,,,,,,9.46,1.5,-46.88,68.42,13,6,38,1.25,0.1909,1083.5,2020-01-02,2026-04-28,1530
433,RSI-recovery(7) os<35 delta>=5 sell>65,7,,65,,,35,5,,,,,,,,,,,,,,9.43,1.5,-57.73,68.89,31,14,90,1.27,0.2079,1083.5,2020-01-02,2026-04-28,1530
434,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(15)>=7%,,,,,,,,,,,3,-5,15,7,,,,,,,9.37,1.49,-47.51,70.0,7,3,20,1.26,0.1915,1083.5,2020-01-02,2026-04-28,1530
435,RSI-recovery(14) os<35 delta>=15 sell>75,14,,75,,,35,15,,,,,,,,,,,,,,8.83,1.4,-56.44,73.33,11,4,30,1.22,0.1787,1083.5,2020-01-02,2026-04-28,1530
436,RSI-recovery(14) os<30 delta>=8 sell>65,14,,65,,,30,8,,,,,,,,,,,,,,8.8,1.4,-46.88,80.0,16,4,40,1.28,0.1776,1083.5,2020-01-02,2026-04-28,1530
437,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(15)>=5%,,,,,,,,,,,5,-7,15,5,,,,,,,8.78,1.4,-35.45,55.56,5,4,18,1.43,0.1847,1083.5,2020-01-02,2026-04-28,1530
438,BIAS-mom(20) cross>-5% sell>=5%,,,,,,,,20,,5,,,,,-5,,,,,,8.48,1.35,-47.54,80.0,16,4,40,1.22,0.1853,1083.5,2020-01-02,2026-04-28,1530
439,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(30)>=7%,,,,,,,,,,,3,-5,30,7,,,,,,,8.19,1.31,-47.51,62.5,5,3,16,1.26,0.1898,1083.5,2020-01-02,2026-04-28,1530
440,AsymRSI buy=RSI(10)<25 sell=RSI(21)>65,,25,65,10,21,,,,,,,,,,,,,,,,8.07,1.29,-48.0,64.29,9,5,28,1.2,0.1908,1083.5,2020-01-02,2026-04-28,1530
441,RSI-recovery(7) os<35 delta>=5 sell>70,7,,70,,,35,5,,,,,,,,,,,,,,8.03,1.28,-57.64,70.73,29,12,82,1.24,0.2019,1083.5,2020-01-02,2026-04-28,1530
442,"ConsecDays(3) RSI(14,30,65)",14,30,65,,,,,,,,,,,,,,,,,3,8.0,1.28,-42.22,66.67,6,3,18,1.28,0.1689,1083.5,2020-01-02,2026-04-28,1530
443,RSI-recovery(14) os<35 delta>=5 sell>70,14,,70,,,35,5,,,,,,,,,,,,,,7.19,1.15,-46.88,68.42,13,6,38,1.21,0.1787,1083.5,2020-01-02,2026-04-28,1530
444,RSI-recovery(14) os<35 delta>=8 sell>65,14,,65,,,35,8,,,,,,,,,,,,,,6.79,1.09,-46.88,71.43,15,6,42,1.24,0.1707,1083.5,2020-01-02,2026-04-28,1530
445,"ConsecDays(3) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,,3,6.7,1.07,-42.84,62.5,5,3,16,1.29,0.1628,1083.5,2020-01-02,2026-04-28,1530
446,"ConsecDays(2) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,,2,6.5,1.04,-48.25,66.67,10,5,30,1.17,0.1861,1083.5,2020-01-02,2026-04-28,1530
447,BIAS-mom(5) cross>-7% sell>=3%,,,,,,,,5,,3,,,,,-7,,,,,,6.34,1.02,-35.38,81.82,9,2,22,1.53,0.1467,1083.5,2020-01-02,2026-04-28,1530
448,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,3,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
449,"BBw>=5% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,5,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
450,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,7,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
451,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,3,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
452,"BBw>=5% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,5,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
453,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,7,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
454,"BBw>=10% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,10,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
455,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(30)>=5%,,,,,,,,,,,5,-7,30,5,,,,,,,5.97,0.96,-44.65,57.14,4,3,14,1.4,0.1692,1083.5,2020-01-02,2026-04-28,1530
456,"TrailStop(20%) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,20,,5.74,0.92,-50.63,66.67,16,8,48,1.12,0.1824,1083.5,2020-01-02,2026-04-28,1530
457,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(20)>=5%,,,,,,,,,,,7,-5,20,5,,,,,,,5.33,0.86,-53.74,56.25,9,7,32,1.17,0.1821,1083.5,2020-01-02,2026-04-28,1530
458,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(30)>=3%,,,,,,,,,,,3,-3,30,3,,,,,,,4.59,0.74,-55.03,68.0,17,8,50,1.22,0.1754,1083.5,2020-01-02,2026-04-28,1530
459,RSI-recovery(14) os<35 delta>=10 sell>70,14,,70,,,35,10,,,,,,,,,,,,,,4.45,0.72,-46.88,68.42,13,6,38,1.19,0.1617,1083.5,2020-01-02,2026-04-28,1530
460,"BBw>=3% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,3,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
461,"BBw>=5% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,5,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
462,"BBw>=7% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,7,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
463,"BBw>=3% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,3,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
464,"BBw>=5% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,5,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
465,"BBw>=7% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,7,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
466,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,10,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
467,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(30)>=5%,,,,,,,,,,,7,-5,30,5,,,,,,,3.97,0.64,-57.12,64.29,9,5,28,1.17,0.1771,1083.5,2020-01-02,2026-04-28,1530
468,RSI-recovery(14) os<30 delta>=10 sell>65,14,,65,,,30,10,,,,,,,,,,,,,,3.72,0.6,-46.88,78.95,15,4,38,1.2,0.1425,1083.5,2020-01-02,2026-04-28,1530
469,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(30)>=5%,,,,,,,,,,,5,-5,30,5,,,,,,,2.82,0.46,-57.12,61.54,8,5,26,1.16,0.1693,1083.5,2020-01-02,2026-04-28,1530
470,"ConsecDays(5) RSI(14,40,65)",14,40,65,,,,,,,,,,,,,,,,,5,2.26,0.37,-44.06,64.71,11,6,34,1.17,0.1457,1083.5,2020-01-02,2026-04-28,1530
471,"ConsecDays(2) BIAS(10,-7,5)",,,,,,,,10,-7,5,,,,,,,,,,2,1.97,0.32,-46.93,60.0,6,4,20,1.17,0.133,1083.5,2020-01-02,2026-04-28,1530
472,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(20)>=5%,,,,,,,,,,,3,-3,20,5,,,,,,,1.92,0.31,-56.6,61.9,13,8,42,1.14,0.1677,1083.5,2020-01-02,2026-04-28,1530
473,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(20)>=10%,,,,,,,,,,,5,-10,20,10,,,,,,,1.87,0.31,-55.03,75.0,3,1,8,1.34,0.1624,1083.5,2020-01-02,2026-04-28,1530
474,"ConsecDays(3) RSI(14,35,65)",14,35,65,,,,,,,,,,,,,,,,,3,1.3,0.21,-41.91,66.67,10,5,30,1.15,0.1403,1083.5,2020-01-02,2026-04-28,1530
475,AsymRSI buy=RSI(10)<25 sell=RSI(14)>65,,25,65,10,14,,,,,,,,,,,,,,,,1.17,0.19,-44.09,64.71,11,6,34,1.13,0.1465,1083.5,2020-01-02,2026-04-28,1530
476,RSI-recovery(7) os<35 delta>=5 sell>75,7,,75,,,35,5,,,,,,,,,,,,,,0.87,0.14,-60.45,69.23,27,12,78,1.17,0.1678,1083.5,2020-01-02,2026-04-28,1530
477,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(30)>=7%,,,,,,,,,,,3,-3,30,7,,,,,,,0.85,0.14,-59.08,64.71,11,6,34,1.14,0.1669,1083.5,2020-01-02,2026-04-28,1530
478,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-3,5) bb_std=2.0",14,30,65,,,,,10,-3,5,,,,,,20,2.0,10,,,0.78,0.13,-50.0,55.56,5,4,18,1.09,0.1548,1083.5,2020-01-02,2026-04-28,1530
479,"TrailStop(20%) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,20,,0.09,0.01,-49.14,65.22,15,8,46,1.08,0.133,1083.5,2020-01-02,2026-04-28,1530
480,RSI-recovery(7) os<35 delta>=8 sell>65,7,,65,,,35,8,,,,,,,,,,,,,,-0.18,-0.03,-58.35,68.89,31,14,90,1.18,0.159,1083.5,2020-01-02,2026-04-28,1530
481,RSI-recovery(14) os<35 delta>=10 sell>65,14,,65,,,35,10,,,,,,,,,,,,,,-0.29,-0.05,-46.88,71.43,15,6,42,1.14,0.1255,1083.5,2020-01-02,2026-04-28,1530
